Name,Dosage Form,Manufacturer,Expiry_Date,Sales_Count,Pharmacy_Name,day_of_sales
Acetophen,Drops,Roche Holding AG,2024-09-28,385,WellnessPharm,2023-07-19
Dolophen,Tablet,Takeda Pharmaceutical Company Limited,2025-11-12,218,Publix Pharmacy,2025-08-09
Metophen,Tablet,Roche Holding AG,2023-03-27,112,Watsons,2024-12-11
Amoxistatin,Inhaler,Sanofi S.A.,2024-02-24,330,Meijer Pharmacy,2023-05-12
Claricillin,Inhaler,Eli Lilly and Company,2025-02-03,406,Boots,2025-01-30
Dolovir,Tablet,"Gilead Sciences, Inc.",2026-05-03,385,Target Pharmacy,2025-12-26
Dextroprofen,Tablet,Johnson & Johnson,2023-03-10,70,Lloyds Pharmacy,2022-12-06
Cefprofen,Tablet,Roche Holding AG,2024-04-19,376,Uniprix,2023-08-25
Metovir,Ointment,Johnson & Johnson,2024-08-24,356,Costco Pharmacy,2024-01-16
Cefnazole,Tablet,Boehringer Ingelheim GmbH,2026-09-02,280,Guardian Pharmacy,2025-06-12
Amoxicillin,Injection,Teva Pharmaceutical Industries Ltd.,2023-11-25,447,Shoppers Drug Mart,2023-11-23
Acetophen,Ointment,AstraZeneca plc,2023-04-18,54,Uniprix,2024-12-20
Clarivir,Tablet,"Gilead Sciences, Inc.",2025-01-17,433,Boots,2024-03-19
Metophen,Inhaler,Takeda Pharmaceutical Company Limited,2024-09-12,324,Rite Aid,2023-08-28
Doloprofen,Capsule,Bayer AG,2023-12-21,133,Apollo Pharmacy,2023-11-04
Dolostatin,Tablet,Roche Holding AG,2024-06-24,388,PharmaChoice,2024-12-23
Dolovir,Tablet,Novartis AG,2023-12-27,351,Publix Pharmacy,2023-10-07
Acetovir,Capsule,AbbVie Inc.,2026-02-04,404,HealthPlus,2025-05-15
Dextromet,Tablet,Novartis AG,2024-08-12,82,Albertsons Pharmacy,2024-05-27
Dextromycin,Tablet,Bristol-Myers Squibb Company,2024-08-08,474, Superdrug,2023-11-26
Dextromet,Capsule,Eli Lilly and Company,2024-10-04,372,Rexall Pharmacy,2024-01-18
Dolovir,Injection,CSL Limited,2025-07-06,302,Health Mart Pharmacy,2024-06-04
Clariphen,Inhaler,"Merck & Co., Inc.",2026-05-06,183,Apollo Pharmacy,2026-04-21
Ibupromycin,Capsule,Eli Lilly and Company,2023-07-26,320,Apollo Pharmacy,2023-08-25
Metophen,Injection,Sanofi S.A.,2023-07-20,248,Rite Aid,2023-10-14
Acetostatin,Inhaler,Bristol-Myers Squibb Company,2026-07-13,222,Meijer Pharmacy,2025-05-17
Claristatin,Capsule,Teva Pharmaceutical Industries Ltd.,2025-04-23,445,PharmaSave,2024-08-12
Doloprofen,Tablet,Takeda Pharmaceutical Company Limited,2025-10-09,196,Target Pharmacy,2024-03-09
Amoxivir,Tablet,Eli Lilly and Company,2025-08-22,204,Meijer Pharmacy,2023-03-31
Acetomet,Cream,"Gilead Sciences, Inc.",2026-04-29,128,MedPlus,2022-08-26
Dextrovir,Drops,"Merck & Co., Inc.",2025-02-24,267,H-E-B Pharmacy,2023-08-31
Acetovir,Capsule,Roche Holding AG,2023-03-23,91,Meijer Pharmacy,2024-01-21
Dextrostatin,Injection,Sanofi S.A.,2025-12-24,373,Walgreens,2025-09-14
Clarimycin,Capsule,Bristol-Myers Squibb Company,2025-09-10,216,CVS Pharmacy,2024-09-15
Amoximycin,Drops,Bristol-Myers Squibb Company,2026-05-29,470,Health Mart Pharmacy,2024-06-15
Metovir,Injection,AbbVie Inc.,2024-09-06,68,Watsons,2024-05-06
Dextroprofen,Cream,"Gilead Sciences, Inc.",2024-02-26,277,Meijer Pharmacy,2024-11-16
Dextroprofen,Drops,Takeda Pharmaceutical Company Limited,2023-09-18,245,Shoppers Drug Mart,2024-05-25
Acetovir,Inhaler,Johnson & Johnson,2023-09-22,158,Health Mart Pharmacy,2024-02-29
Claristatin,Ointment,Biogen Inc.,2025-02-12,245,Costco Pharmacy,2023-07-26
Metomet,Capsule,Bristol-Myers Squibb Company,2025-11-04,439,Netmeds,2024-05-05
Clarinazole,Inhaler,Novartis AG,2025-05-20,62,Target Pharmacy,2022-12-18
Metocillin,Tablet,Boehringer Ingelheim GmbH,2024-03-21,111,Rexall Pharmacy,2024-03-03
Acetonazole,Cream,Bayer AG,2026-08-14,183,Albertsons Pharmacy,2025-07-09
Doloprofen,Cream,CSL Limited,2024-11-09,270,Boots,2024-07-16
Dolophen,Injection,Pfizer Inc.,2024-10-11,160,Boots,2024-09-11
Amoxicillin,Injection,Biogen Inc.,2025-11-10,73,Lloyds Pharmacy,2025-06-02
Metostatin,Drops,Boehringer Ingelheim GmbH,2023-12-14,298,CVS Pharmacy,2023-05-20
Dolomycin,Capsule,Novo Nordisk A/S,2025-04-03,491,Clicks Pharmacy,2025-01-30
Ibupromycin,Inhaler,Novartis AG,2025-05-07,486,Albertsons Pharmacy,2023-03-08
Ibupronazole,Ointment,Roche Holding AG,2024-05-21,423,Costco Pharmacy,2024-05-12
Dextrovir,Syrup,Teva Pharmaceutical Industries Ltd.,2025-12-30,158,Rexall Pharmacy,2025-09-18
Ibupromet,Capsule,Eli Lilly and Company,2026-06-25,173,Kroger Pharmacy,2024-11-29
Cefmycin,Cream,Biogen Inc.,2025-12-29,476,Dis-Chem Pharmacy,2025-02-18
Acetomycin,Cream,Teva Pharmaceutical Industries Ltd.,2024-04-02,113,Rexall Pharmacy,2023-10-20
Dextromycin,Injection,"Merck & Co., Inc.",2025-11-29,347,CarePlus Pharmacy,2025-01-22
Metoprofen,Injection,Bristol-Myers Squibb Company,2025-09-13,423,Duane Reade,2025-06-22
Metomet,Syrup,Novartis AG,2024-02-25,307,CarePlus Pharmacy,2024-12-12
Ibupromet,Ointment,Teva Pharmaceutical Industries Ltd.,2026-02-13,355,Walmart Pharmacy,2025-02-02
Amoxiphen,Capsule,Amgen Inc.,2025-03-13,163,CarePlus Pharmacy,2024-01-26
Dolonazole,Ointment,CSL Limited,2025-01-18,244,H-E-B Pharmacy,2024-07-10
Clariphen,Ointment,Novartis AG,2025-04-23,428,Costco Pharmacy,2024-12-01
Ibuprovir,Inhaler,"Merck & Co., Inc.",2025-02-04,477,Pharmasave,2024-06-16
Dolomycin,Capsule,Novo Nordisk A/S,2025-09-17,79,Costco Pharmacy,2024-07-29
Acetoprofen,Capsule,AbbVie Inc.,2024-03-18,295,Walmart Pharmacy,2024-09-23
Amoxiphen,Capsule,Teva Pharmaceutical Industries Ltd.,2025-01-15,248,Pharmasave,2024-07-30
Cefstatin,Injection,"Merck & Co., Inc.",2023-12-12,474, Superdrug,2023-01-24
Dolophen,Drops,GlaxoSmithKline plc,2023-12-31,64,Duane Reade,2024-08-07
Acetomet,Drops,GlaxoSmithKline plc,2022-09-23,347,Publix Pharmacy,2024-05-17
Metophen,Ointment,"Gilead Sciences, Inc.",2025-10-06,234,HealthPlus,2024-08-14
Clariprofen,Capsule,Bristol-Myers Squibb Company,2023-01-16,203,Duane Reade,2023-07-21
Acetomycin,Inhaler,AbbVie Inc.,2024-12-10,340,Shoppers Drug Mart,2023-07-24
Cefmet,Injection,Bayer AG,2023-08-21,73,Pharmasave,2023-06-26
Clarivir,Tablet,Novo Nordisk A/S,2025-07-01,245,CVS Pharmacy,2024-12-30
Acetomet,Injection,Eli Lilly and Company,2024-11-16,385,PharmaChoice,2024-09-14
Metovir,Cream,Eli Lilly and Company,2025-01-03,376,Lloyds Pharmacy,2024-01-26
Amoxistatin,Syrup,Novartis AG,2025-12-21,91,Lloyds Pharmacy,2024-01-22
Clarivir,Tablet,Bristol-Myers Squibb Company,2025-01-09,405,Rexall Pharmacy,2024-09-23
Ibuprostatin,Cream,Boehringer Ingelheim GmbH,2023-09-24,471,Boots,2023-06-16
Metocillin,Tablet,GlaxoSmithKline plc,2025-04-07,147,Pharmasave,2023-12-14
Clarinazole,Tablet,Johnson & Johnson,2024-07-29,314,Netmeds,2023-05-03
Ibuproprofen,Ointment,Novartis AG,2024-10-01,236,Rexall Pharmacy,2023-12-26
Metostatin,Syrup,Teva Pharmaceutical Industries Ltd.,2023-05-23,390,PharmaChoice,2023-04-06
Ibuprovir,Cream,Takeda Pharmaceutical Company Limited,2025-08-22,272,Duane Reade,2024-09-22
Clarimycin,Tablet,AstraZeneca plc,2026-02-02,66,Guardian Pharmacy,2024-06-07
Acetonazole,Tablet,Takeda Pharmaceutical Company Limited,2025-08-07,338,Clicks Pharmacy,2024-02-24
Ibuprophen,Cream,Teva Pharmaceutical Industries Ltd.,2024-02-21,472,CarePlus Pharmacy,2024-02-17
Claristatin,Capsule,"Gilead Sciences, Inc.",2023-10-06,82,Watsons,2023-02-07
Acetovir,Tablet,AbbVie Inc.,2023-04-06,237,Pharmasave,2022-11-27
Dextrophen,Ointment,Novartis AG,2025-05-12,88,Health Mart Pharmacy,2025-05-02
Dextronazole,Ointment,GlaxoSmithKline plc,2025-10-30,384,MediCare,2025-08-05
Dolophen,Drops,Bayer AG,2025-05-12,93,Boots,2024-12-06
Dolomycin,Drops,Sanofi S.A.,2023-05-17,190,Target Pharmacy,2023-11-16
Acetonazole,Injection,"Merck & Co., Inc.",2024-02-11,492,Pharmasave,2023-03-17
Doloprofen,Ointment,Sanofi S.A.,2023-08-09,477,CarePlus Pharmacy,2023-03-16
Cefcillin,Tablet,Novartis AG,2025-10-15,452,Rite Aid,2024-02-21
Cefvir,Inhaler,GlaxoSmithKline plc,2023-02-08,67,Apollo Pharmacy,2022-05-25
Cefnazole,Injection,GlaxoSmithKline plc,2024-07-02,51,Apollo Pharmacy,2024-06-19
Dolonazole,Injection,Novo Nordisk A/S,2024-09-13,113,PharmaSave,2024-02-19
Amoxiphen,Drops,Eli Lilly and Company,2024-08-13,328,Boots,2024-04-24
Dolocillin,Tablet,"Merck & Co., Inc.",2024-05-23,489,WellnessPharm,2023-05-19
Acetostatin,Drops,CSL Limited,2023-11-01,435,Rite Aid,2023-10-24
Metomet,Injection,Biogen Inc.,2026-02-22,452,Guardian Pharmacy,2024-09-30
Amoxinazole,Cream,Pfizer Inc.,2023-11-14,425,Albertsons Pharmacy,2023-11-14
Clarinazole,Inhaler,Eli Lilly and Company,2023-04-05,209,MedPlus,2023-03-08
Dolonazole,Ointment,Novo Nordisk A/S,2025-10-09,432,Uniprix,2025-02-26
Cefstatin,Injection,Bristol-Myers Squibb Company,2025-05-21,281,Netmeds,2024-02-25
Cefmycin,Syrup,Boehringer Ingelheim GmbH,2024-08-17,52, Superdrug,2023-05-29
Acetovir,Syrup,"Gilead Sciences, Inc.",2026-11-07,433,Pharmasave,2025-06-27
Amoxiphen,Ointment,GlaxoSmithKline plc,2024-10-26,413,Uniprix,2024-07-15
Cefvir,Drops,Novartis AG,2022-11-02,100,Publix Pharmacy,2023-06-10
Metophen,Cream,CSL Limited,2025-08-12,87,MedPlus,2025-01-25
Ibupromycin,Syrup,AstraZeneca plc,2024-02-05,60,Pharmasave,2023-10-25
Ibupronazole,Syrup,Boehringer Ingelheim GmbH,2023-12-17,297,MediCare,2023-11-08
Acetomet,Ointment,Teva Pharmaceutical Industries Ltd.,2023-12-18,301,Rite Aid,2023-09-23
Clarivir,Injection,Roche Holding AG,2023-11-24,261,Albertsons Pharmacy,2024-01-03
Dolostatin,Cream,Eli Lilly and Company,2023-12-21,273,Netmeds,2024-03-09
Cefstatin,Ointment,Bristol-Myers Squibb Company,2024-06-06,230,Target Pharmacy,2023-11-17
Dolostatin,Syrup,Novartis AG,2024-04-03,434,Health Mart Pharmacy,2023-12-22
Acetostatin,Tablet,Biogen Inc.,2024-09-11,118,CVS Pharmacy,2023-10-23
Metomycin,Tablet,"Merck & Co., Inc.",2024-07-31,391,Walgreens,2024-05-03
Clarivir,Capsule,Novo Nordisk A/S,2024-11-22,441,H-E-B Pharmacy,2024-11-01
Dolomet,Syrup,Novo Nordisk A/S,2026-07-01,289,Meijer Pharmacy,2024-03-12
Metophen,Injection,AstraZeneca plc,2026-02-01,223,H-E-B Pharmacy,2024-04-26
Acetonazole,Capsule,Novo Nordisk A/S,2026-04-10,367,Target Pharmacy,2025-10-03
Clarimycin,Cream,Sanofi S.A.,2023-07-12,157,Guardian Pharmacy,2024-09-02
Cefmycin,Cream,AbbVie Inc.,2024-09-30,282,Kroger Pharmacy,2023-10-03
Cefphen,Inhaler,Pfizer Inc.,2024-07-30,184,Boots,2023-06-18
Metomet,Tablet,Novo Nordisk A/S,2025-10-14,51,Watsons,2023-02-08
Acetostatin,Injection,Boehringer Ingelheim GmbH,2025-08-18,120,Dis-Chem Pharmacy,2025-07-26
Acetophen,Capsule,AstraZeneca plc,2023-12-11,440,MedPlus,2024-09-02
Clarinazole,Capsule,Bayer AG,2024-10-09,362,Publix Pharmacy,2024-09-29
Dolonazole,Injection,AstraZeneca plc,2025-11-25,440,Guardian Pharmacy,2025-08-05
Dextroprofen,Syrup,GlaxoSmithKline plc,2025-04-26,72,Clicks Pharmacy,2024-10-05
Clariprofen,Inhaler,Teva Pharmaceutical Industries Ltd.,2025-05-20,438,Walgreens,2024-06-13
Dextromycin,Inhaler,Bayer AG,2023-09-25,308,Walmart Pharmacy,2023-05-20
Ibuprophen,Tablet,Eli Lilly and Company,2025-04-16,325,PharmaSave,2024-08-18
Metostatin,Capsule,Amgen Inc.,2025-07-19,332,Shoppers Drug Mart,2025-02-09
Cefphen,Drops,Takeda Pharmaceutical Company Limited,2024-12-15,263,Target Pharmacy,2024-10-15
Amoxicillin,Inhaler,Amgen Inc.,2024-03-10,500,Netmeds,2024-12-22
Ibuprocillin,Inhaler,"Gilead Sciences, Inc.",2025-01-08,300,Meijer Pharmacy,2024-06-13
Ibuprocillin,Ointment,"Gilead Sciences, Inc.",2022-10-12,128,Target Pharmacy,2023-08-29
Ibupronazole,Injection,CSL Limited,2026-01-27,247,Uniprix,2025-06-27
Metoprofen,Ointment,Takeda Pharmaceutical Company Limited,2024-04-20,410,PharmaChoice,2024-02-09
Ibuprostatin,Ointment,Takeda Pharmaceutical Company Limited,2026-08-28,136,Pharmasave,2025-09-14
Dextrostatin,Injection,Teva Pharmaceutical Industries Ltd.,2026-03-22,372,PharmaSave,2024-02-10
Amoxivir,Ointment,Johnson & Johnson,2026-02-01,387,Pharmasave,2025-11-10
Metostatin,Capsule,Boehringer Ingelheim GmbH,2024-09-02,159,CVS Pharmacy,2024-11-03
Clariprofen,Cream,Teva Pharmaceutical Industries Ltd.,2023-04-29,285,Health Mart Pharmacy,2024-11-09
Metophen,Tablet,"Merck & Co., Inc.",2023-12-27,66,Safeway Pharmacy,2023-09-04
Clarinazole,Cream,Johnson & Johnson,2024-01-08,84,Lloyds Pharmacy,2023-05-25
Dextromet,Cream,Eli Lilly and Company,2023-04-09,438,Walmart Pharmacy,2022-04-19
Acetocillin,Drops,AstraZeneca plc,2024-04-09,244,HealthPlus,2023-05-30
Metoprofen,Syrup,Novartis AG,2026-06-22,369,CarePlus Pharmacy,2025-06-16
Dextroprofen,Tablet,GlaxoSmithKline plc,2024-11-19,254,Publix Pharmacy,2024-08-17
Clariphen,Drops,Boehringer Ingelheim GmbH,2025-04-14,322,H-E-B Pharmacy,2025-02-11
Claristatin,Tablet,Novartis AG,2025-11-05,318,CVS Pharmacy,2024-08-10
Acetostatin,Cream,Bayer AG,2022-09-05,180,Target Pharmacy,2024-01-22
Dolonazole,Ointment,"Merck & Co., Inc.",2025-05-25,243,Costco Pharmacy,2023-12-25
Claristatin,Drops,Bristol-Myers Squibb Company,2023-07-04,328,MediCare,2023-12-06
Metostatin,Capsule,Novo Nordisk A/S,2023-07-05,119,Costco Pharmacy,2024-03-30
Metomet,Drops,Teva Pharmaceutical Industries Ltd.,2025-11-01,319,Pharmasave,2024-07-19
Dolomet,Inhaler,Bristol-Myers Squibb Company,2024-11-19,345,Target Pharmacy,2024-06-08
Clarinazole,Cream,Biogen Inc.,2023-09-22,179,Safeway Pharmacy,2023-10-02
Dextrostatin,Tablet,GlaxoSmithKline plc,2025-06-04,100,CarePlus Pharmacy,2024-10-05
Dextrocillin,Syrup,Johnson & Johnson,2025-01-27,240,Pharmasave,2024-06-15
Metostatin,Syrup,Pfizer Inc.,2025-07-22,455,MediCare,2025-05-26
Metocillin,Tablet,Eli Lilly and Company,2024-11-30,348,Shoppers Drug Mart,2024-11-08
Acetomet,Syrup,Novartis AG,2026-02-19,417,Shoppers Drug Mart,2024-11-01
Acetonazole,Cream,Roche Holding AG,2025-10-05,328,CarePlus Pharmacy,2023-12-12
Ibuproprofen,Drops,Bayer AG,2025-07-30,315,Lloyds Pharmacy,2023-09-26
Clarivir,Ointment,Roche Holding AG,2025-08-14,295,Apollo Pharmacy,2024-02-06
Ibuprovir,Drops,Bristol-Myers Squibb Company,2022-12-31,70,PharmaChoice,2023-10-27
Doloprofen,Syrup,GlaxoSmithKline plc,2023-12-17,323,Walmart Pharmacy,2024-03-04
Acetovir,Syrup,Pfizer Inc.,2026-09-09,295,Walgreens,2025-04-01
Dolophen,Injection,Teva Pharmaceutical Industries Ltd.,2023-04-25,186,Lloyds Pharmacy,2024-06-02
Clariphen,Syrup,Novo Nordisk A/S,2024-07-29,447,Rexall Pharmacy,2024-01-26
Claristatin,Cream,CSL Limited,2023-07-29,99,Rexall Pharmacy,2022-10-31
Clariphen,Tablet,AstraZeneca plc,2023-03-26,169,Watsons,2023-12-07
Clariphen,Ointment,AstraZeneca plc,2025-09-06,202,PharmaChoice,2025-07-24
Clarimet,Drops,Bristol-Myers Squibb Company,2025-10-17,131,Pharmasave,2025-07-17
Cefphen,Tablet,AstraZeneca plc,2024-04-22,156,Duane Reade,2024-03-07
Metomycin,Syrup,Biogen Inc.,2025-01-13,168,Watsons,2022-10-18
Metocillin,Cream,Novo Nordisk A/S,2026-10-30,378,MediCare,2025-02-09
Dextrovir,Syrup,"Gilead Sciences, Inc.",2024-06-16,172,Costco Pharmacy,2024-03-14
Amoxinazole,Tablet,Bayer AG,2022-12-22,274,CarePlus Pharmacy,2023-09-03
Cefvir,Cream,GlaxoSmithKline plc,2024-01-12,321,Watsons,2022-12-22
Dolocillin,Ointment,AbbVie Inc.,2025-12-30,463,PharmaChoice,2024-08-24
Amoxinazole,Tablet,Takeda Pharmaceutical Company Limited,2025-11-27,88,PharmaChoice,2023-12-22
Dolovir,Syrup,Boehringer Ingelheim GmbH,2023-05-24,462,Duane Reade,2023-11-19
Dextromycin,Inhaler,Bristol-Myers Squibb Company,2025-06-12,361,CarePlus Pharmacy,2024-12-24
Dextrovir,Ointment,GlaxoSmithKline plc,2024-12-01,100,MediCare,2024-09-03
Dextrostatin,Ointment,Bristol-Myers Squibb Company,2025-12-05,270, Superdrug,2024-05-21
Dextrophen,Cream,AbbVie Inc.,2025-08-25,289,HealthPlus,2024-06-18
Acetocillin,Inhaler,AbbVie Inc.,2022-12-20,101,Dis-Chem Pharmacy,2023-11-19
Cefmycin,Tablet,Amgen Inc.,2025-12-06,197,Shoppers Drug Mart,2024-05-30
Dextrovir,Cream,"Gilead Sciences, Inc.",2026-01-18,328,MediCare,2023-10-12
Ibuprostatin,Cream,Novartis AG,2024-01-13,157,Guardian Pharmacy,2024-01-02
Ibupromycin,Tablet,Eli Lilly and Company,2025-03-14,474,Health Mart Pharmacy,2024-08-25
Cefstatin,Syrup,Novartis AG,2024-05-15,292,Costco Pharmacy,2024-05-15
Dolocillin,Syrup,Bayer AG,2023-02-03,192,Health Mart Pharmacy,2022-07-17
Clariphen,Cream,Amgen Inc.,2023-09-03,112,Pharmasave,2023-04-22
Amoxicillin,Syrup,Novartis AG,2025-03-01,229,HealthPlus,2024-05-19
Amoxinazole,Drops,Sanofi S.A.,2022-12-28,372,Apollo Pharmacy,2022-12-25
Metomycin,Ointment,Biogen Inc.,2026-01-04,431,Albertsons Pharmacy,2024-11-12
Cefmycin,Cream,Teva Pharmaceutical Industries Ltd.,2026-01-14,80,Safeway Pharmacy,2023-01-27
Dolomycin,Syrup,Boehringer Ingelheim GmbH,2024-09-14,192,Netmeds,2022-10-19
Clarinazole,Capsule,Amgen Inc.,2024-10-11,146,Lloyds Pharmacy,2023-12-02
Ibupromet,Tablet,Bristol-Myers Squibb Company,2023-11-23,262,HealthPlus,2023-04-17
Dolophen,Inhaler,Amgen Inc.,2024-06-15,74,Uniprix,2024-08-22
Acetophen,Syrup,Sanofi S.A.,2024-12-07,370,Target Pharmacy,2024-10-28
Metostatin,Drops,Novartis AG,2024-08-17,92,Watsons,2024-06-27
Metophen,Cream,Boehringer Ingelheim GmbH,2025-05-26,326,Kroger Pharmacy,2024-12-04
Ibuprovir,Tablet,"Gilead Sciences, Inc.",2026-03-03,303, Superdrug,2025-12-05
Acetomycin,Tablet,Boehringer Ingelheim GmbH,2024-03-21,220,CarePlus Pharmacy,2024-03-15
Acetomet,Ointment,AbbVie Inc.,2024-05-16,247,Shoppers Drug Mart,2023-04-05
Ibuprostatin,Cream,Eli Lilly and Company,2023-12-16,319,Meijer Pharmacy,2024-02-17
Clarimet,Injection,Johnson & Johnson,2023-11-07,437, Superdrug,2023-10-15
Acetonazole,Cream,CSL Limited,2024-11-26,486,WellnessPharm,2023-07-14
Cefprofen,Capsule,Eli Lilly and Company,2025-09-28,207,Clicks Pharmacy,2023-03-14
Doloprofen,Inhaler,Eli Lilly and Company,2026-03-07,479,Netmeds,2023-10-07
Metonazole,Cream,CSL Limited,2023-02-28,312, Superdrug,2023-02-11
Metomet,Cream,Biogen Inc.,2025-02-13,177,Costco Pharmacy,2024-01-24
Amoxistatin,Capsule,GlaxoSmithKline plc,2024-09-29,463,Costco Pharmacy,2023-04-23
Acetocillin,Cream,Novartis AG,2026-01-07,500,Watsons,2023-12-02
Ibuprostatin,Syrup,Novartis AG,2024-07-22,402,WellnessPharm,2024-06-21
Amoxinazole,Ointment,Roche Holding AG,2023-04-10,79,Netmeds,2024-05-14
Acetostatin,Inhaler,Bristol-Myers Squibb Company,2025-10-07,356,Albertsons Pharmacy,2025-09-26
Metonazole,Drops,Boehringer Ingelheim GmbH,2023-06-16,303,Rexall Pharmacy,2023-05-29
Acetomet,Cream,AstraZeneca plc,2025-06-22,405,Uniprix,2025-02-05
Cefnazole,Inhaler,Johnson & Johnson,2025-10-22,410,PharmaSave,2025-09-18
Clarivir,Ointment,GlaxoSmithKline plc,2025-11-17,218,PharmaSave,2025-06-07
Clarivir,Ointment,Boehringer Ingelheim GmbH,2023-12-12,441,Watsons,2024-12-12
Clariphen,Inhaler,Sanofi S.A.,2023-04-10,480, Superdrug,2023-04-10
Ibupronazole,Drops,Amgen Inc.,2026-05-09,170,Uniprix,2025-11-08
Dextrophen,Injection,Novartis AG,2023-10-18,405,Rite Aid,2023-09-02
Dextrocillin,Injection,Boehringer Ingelheim GmbH,2025-02-26,120,CVS Pharmacy,2023-03-12
Amoxiprofen,Cream,Takeda Pharmaceutical Company Limited,2024-11-08,464,Pharmasave,2024-10-25
Amoxiprofen,Syrup,Biogen Inc.,2023-07-08,440,Clicks Pharmacy,2023-11-06
Claricillin,Ointment,Teva Pharmaceutical Industries Ltd.,2023-03-21,493,CVS Pharmacy,2024-02-08
Cefcillin,Tablet,AbbVie Inc.,2025-10-26,377,Meijer Pharmacy,2023-04-26
Cefphen,Drops,Teva Pharmaceutical Industries Ltd.,2024-07-19,313,Target Pharmacy,2023-11-20
Amoximet,Ointment,"Merck & Co., Inc.",2025-10-10,427,Guardian Pharmacy,2024-02-11
Cefphen,Inhaler,Roche Holding AG,2023-08-19,486,Lloyds Pharmacy,2023-07-23
Ibuproprofen,Tablet,Bristol-Myers Squibb Company,2024-02-21,52,Publix Pharmacy,2023-03-04
Claristatin,Ointment,Takeda Pharmaceutical Company Limited,2023-05-26,86,Kroger Pharmacy,2024-12-09
Dextromycin,Inhaler,"Merck & Co., Inc.",2025-04-09,473,MediCare,2025-03-01
Cefmet,Inhaler,AstraZeneca plc,2025-09-07,460,PharmaSave,2023-05-05
Metonazole,Ointment,Biogen Inc.,2025-07-09,429,WellnessPharm,2025-04-22
Metonazole,Inhaler,Roche Holding AG,2026-02-21,375,Dis-Chem Pharmacy,2025-05-25
Dolocillin,Ointment,Novo Nordisk A/S,2023-11-24,355,Health Mart Pharmacy,2023-08-31
Cefphen,Drops,"Gilead Sciences, Inc.",2024-07-06,418,Meijer Pharmacy,2022-09-05
Dextrophen,Drops,AstraZeneca plc,2026-09-25,60,Publix Pharmacy,2025-12-13
Cefmycin,Inhaler,CSL Limited,2025-01-25,362,Albertsons Pharmacy,2023-01-28
Dolocillin,Drops,AbbVie Inc.,2023-08-26,75,CarePlus Pharmacy,2024-04-18
Amoximet,Cream,"Merck & Co., Inc.",2023-11-07,91,Costco Pharmacy,2023-11-29
Clarinazole,Drops,Novo Nordisk A/S,2022-11-16,498,Rexall Pharmacy,2024-09-26
Metophen,Ointment,Bristol-Myers Squibb Company,2026-01-29,369,Rexall Pharmacy,2025-12-07
Dolophen,Inhaler,Novartis AG,2025-01-22,466,Costco Pharmacy,2023-02-15
Ibupromet,Inhaler,AstraZeneca plc,2024-07-12,212,Shoppers Drug Mart,2024-02-07
Ibuprovir,Inhaler,Roche Holding AG,2025-10-23,315,Shoppers Drug Mart,2022-12-13
Metophen,Cream,Sanofi S.A.,2024-09-18,128,Publix Pharmacy,2024-09-09
Ibuprocillin,Cream,GlaxoSmithKline plc,2025-12-07,364,Walgreens,2024-06-15
Acetonazole,Tablet,"Gilead Sciences, Inc.",2024-07-22,101,HealthPlus,2024-08-27
Acetomet,Ointment,Pfizer Inc.,2023-10-26,472,Shoppers Drug Mart,2024-06-27
Acetocillin,Tablet,Bristol-Myers Squibb Company,2026-08-11,172,MedPlus,2025-09-23
Acetostatin,Drops,Eli Lilly and Company,2025-10-12,247,CarePlus Pharmacy,2025-04-29
Amoxiprofen,Ointment,Bristol-Myers Squibb Company,2023-07-07,157,HealthPlus,2022-12-10
Amoxinazole,Cream,AstraZeneca plc,2024-10-01,155,Pharmasave,2024-05-28
Amoxinazole,Syrup,"Merck & Co., Inc.",2023-12-18,321,MediCare,2023-03-19
Ibuproprofen,Tablet,"Gilead Sciences, Inc.",2025-09-27,317,Watsons,2025-08-23
Amoxiprofen,Ointment,"Merck & Co., Inc.",2025-01-07,434,Pharmasave,2024-11-13
Claricillin,Drops,GlaxoSmithKline plc,2025-11-09,348,Albertsons Pharmacy,2024-09-13
Ibuproprofen,Ointment,Biogen Inc.,2025-06-23,241,Duane Reade,2024-09-30
Amoxivir,Tablet,Biogen Inc.,2024-01-26,421,Safeway Pharmacy,2024-06-07
Amoxiphen,Inhaler,Roche Holding AG,2025-12-25,365,Albertsons Pharmacy,2024-10-31
Dolomet,Ointment,AstraZeneca plc,2026-01-28,129,Safeway Pharmacy,2023-08-30
Claricillin,Capsule,Teva Pharmaceutical Industries Ltd.,2023-06-25,268,Netmeds,2023-06-22
Dolostatin,Cream,Johnson & Johnson,2025-07-18,191,MediCare,2024-05-17
Acetophen,Injection,Bayer AG,2025-04-24,381,HealthPlus,2024-05-05
Ibupronazole,Injection,Bayer AG,2025-12-26,338,CarePlus Pharmacy,2025-07-31
Metomet,Syrup,Bristol-Myers Squibb Company,2026-01-13,280,Lloyds Pharmacy,2024-11-09
Dextronazole,Tablet,AbbVie Inc.,2026-08-15,429,Watsons,2023-11-10
Cefvir,Injection,AbbVie Inc.,2025-01-15,345,MediCare,2024-11-21
Acetoprofen,Injection,CSL Limited,2025-03-01,89,Rite Aid,2024-01-04
Acetocillin,Inhaler,Sanofi S.A.,2023-10-22,75,Duane Reade,2024-08-21
Cefnazole,Capsule,Novo Nordisk A/S,2023-03-16,476,Meijer Pharmacy,2023-03-02
Dolostatin,Tablet,AstraZeneca plc,2024-08-25,143,Shoppers Drug Mart,2023-10-22
